👩‍⚕️	1	mulher profissional da saúde	doctor | doutora | enfermeira | garota | guria | health | healthcare | menina | mulher | mulher profissional da saúde | médica | nurse | saúde | terapeuta | therapist | woman | woman health worker | worker
🧑‍🎓	1	aluno	aluno | estudante | graduando | graduate | student
👨‍🎓	1	estudante	aluno | colando grau | estudante | formando | graduate | graduação | homem | man | man student | student
👩‍🎓	1	aluna	aluna | estudante | formanda | graduate | mulher | student | woman | woman student
🧑‍🏫	1	professora na escola	instructor | instrutora | lecturer | professor | professora | professora na escola | teacher
👨‍🏫	1	professor	educador | homem | instructor | instrutor | lecturer | man | man teacher | mestre | professor | teacher
👩‍🏫	1	professora	instructor | instrutora | lecturer | mestra | mulher | professor | professora | teacher | woman | woman teacher
🧑‍⚖️	1	juiz no tribunal	balança | judge | juiz | juiz no tribunal | justice | law | scales
👨‍⚖️	1	juiz	balança | homem | judge | juiz | justice | justiça | juíz | law | man | man judge | scales
👩‍⚖️	1	juíza	balança | judge | justice | justiça | juíza | law | mulher | scales | woman | woman judge
🧑‍🌾	1	agricultor	agricultor | farmer | gardener | jardineiro | rancheiro | rancher
👨‍🌾	1	fazendeiro	agricultor | farmer | fazendeiro | gardener | homem | jardineiro | man | man farmer | rancher
👩‍🌾	1	fazendeira	agricultora | farmer | fazendeira | gardener | jardineira | mulher | rancher | woman | woman farmer
🧑‍🍳	1	chef de cozinha	chef | chef de cozinha | cook | cozinheiro
👨‍🍳	1	cozinheiro	chef | cook | cozinheiro | homem | man | man cook | restaurante
👩‍🍳	1	cozinheira	chef | cook | cozinheira | mulher | woman | woman cook
🧑‍🔧	1	mecânico trabalhando	electrician | eletricista | encanador | mechanic | mecânico | mecânico trabalhando | plumber | prestador de serviço | tradesperson
👨‍🔧	1	mecânico	electrician | eletricista | encanador | homem | man | man mechanic | mechanic | mecânico | plumber | prestador de serviços | tradesperson
👩‍🔧	1	mecânica	electrician | eletricista | encanadora | mechanic | mecânica | mulher | plumber | prestadora de serviços | tradesperson | woman | woman mechanic
🧑‍🏭	1	funcionário de fábrica	assembly | factory | factory worker | funcionário de fábrica | fábrica | industrial | montagem | trabalhador | worker
👨‍🏭	1	operário	assembly | factory | fábrica | homem | industrial | indústria | man | man factory worker | metalúrgico | operário | trabalhador | worker
👩‍🏭	1	operária	assembly | factory | fábrica | industrial | indústria | mulher | operária | trabalhadora | woman | woman factory worker | worker
🧑‍💼	1	trabalhador de escritório	architect | arquiteto | business | colarinho branco | gerente | manager | negócios | office | office worker | trabalhador de escritório | white-collar | worker
👨‍💼	1	funcionário de escritório	architect | arquiteto | business | colarinho branco | empresário | escritório | funcionário de escritório | gerente | homem | man | man office worker | manager | office | white-collar | worker
👩‍💼	1	funcionária de escritório	architect | arquiteta | branco | business | colarinho | empresária | escritório | funcionária | funcionária de escritório | gerente | manager | mulher | office | white-collar | woman | woman office worker | worker
🧑‍🔬	1	cientista	biologist | biólogo | chemist | cientista | engenheiro | engineer | físico | mathematician | physicist | químico | scientist
👨‍🔬	1	cientista homem	biologist | biólogo | chemist | cientista homem | engineer | físico | homem | man | man scientist | mathematician | physicist | professor | químico | scientist
👩‍🔬	1	cientista mulher	biologist | bióloga | chemist | cientista | cientista mulher | engineer | física | mathematician | mulher | physicist | professora | química | scientist | woman | woman scientist
🧑‍💻	1	programador	coder | computer | desenvolvedor | developer | inventor | programador | software | technologist | tecnólogo
👨‍💻	1	tecnólogo	coder | codificador | computador | computer | criador | desenvolvedor | developer | homem | inventor | man | man technologist | programador | software | technologist | tecnólogo
👩‍💻	1	tecnóloga	coder | codificadora | computador | computer | criadora | desenvolvedora | developer | inventor | inventora | mulher | programadora | software | technologist | tecnóloga | woman | woman technologist
🧑‍🎤	1	cantor	actor | ator | cantor | entertainer | entretenimento | estrela | rock | rockstar | singer | star
👨‍🎤	1	cantor homem	actor | artista | ator | cantor | cantor homem | entertainer | homem | man | man singer | pop | rock | rockstar | singer | star
👩‍🎤	1	cantora	actor | artista | atriz | cantora | entertainer | mulher | pop | rock | rockstar | singer | star | woman | woman singer
🧑‍🎨	1	artista	artist | artista | paleta | palette
👨‍🎨	1	artista plástico	artist | artista | artista plástico | homem | man | man artist | palette | pintor | pintura | plástico | quadros
👩‍🎨	1	artista plástica	artist | artista | artista plástica | mulher | palette | pintura | woman | woman artist
🧑‍✈️	1	piloto	avião | pilot | piloto | plane
👨‍✈️	1	piloto de avião homem	avião | homem | man | man pilot | pilot | piloto | piloto de avião homem | plane
👩‍✈️	1	piloto de avião mulher	avião | garota | guria | mulher | pilot | piloto | piloto de avião mulher | plane | voando | woman | woman pilot
🧑‍🚀	1	astronauta	astronaut | astronauta | foguete | rocket | space
👨‍🚀	1	astronauta homem	astronaut | astronauta homem | espaço | foguete | homem | man | man astronaut | rocket | space
👩‍🚀	1	astronauta mulher	astronaut | astronauta | astronauta mulher | espaço | foguete | mulher | rocket | space | woman | woman astronaut
🧑‍🚒	1	bombeiro	bombeiro | caminhão de bombeiros | fire | firefighter | firetruck
👨‍🚒	1	bombeiro homem	bombeiro | bombeiro homem | caminhão | corpo de bombeiros | fire | firefighter | firetruck | fogo | homem | incêndio | man | man firefighter
👩‍🚒	1	bombeira	bombeira | caminhão | corpo de bombeiros | fire | firefighter | firetruck | fogo | incêndio | mulher | woman | woman firefighter
👮	1	policial	apprehend | arrest | autoridade | citation | cop | law | multar | officer | over | pessoa | police | police officer | policial | polícia | prender | pulled | undercover
👮‍♂️	1	policial homem	apprehend | arrest | citation | cop | homem | law | man | man police officer | officer | over | police | policial | policial homem | polícia | pulled | tira | undercover
👮‍♀️	1	policial mulher	apprehend | arrest | autoridade | citation | cop | law | mulher | multar | officer | over | police | policial | policial mulher | polícia | prender | pulled | tira | undercover | woman | woman police officer
🕵️	1	detetive	detective | detetive | espião | investigador | rosto | rosto com lupa | sleuth | spy
🕵️‍♂️	1	detetive homem	detective | detetive homem | espião | homem | investigador | man | man detective | sleuth | spy
🕵️‍♀️	1	detetive mulher	detective | detetive | detetive mulher | espionar | espiã | investigadora | investigar | mulher | sleuth | spy | woman | woman detective
💂	1	guarda	buckingham | guard | guarda | helmet | london | londres | palace | palácio | pessoas | segurança
💂‍♂️	1	guarda homem	buckingham | guard | guarda | guarda homem | helmet | homem | london | man | man guard | palace | segurança
💂‍♀️	1	guarda mulher	Londres | buckingham | guard | guarda | guarda mulher | helmet | london | mulher | palace | palacio | realeza | segurança | woman | woman guard
🥷	1	ninja	assassin | assassino | fight | fighter | furtividade | guerra | habilidades | hidden | luta | lutador | ninja | oculto | person | pessoa | secret | skills | sly | soldado | soldier | stealth | war
👷	1	trabalhador de construção civil	build | capacete | chapéu | construction | construction worker | construir | construção | construção civil | fix | hardhat | hat | man | person | pessoa | rebuild | remodel | repair | trabalhador | trabalhador de construção civil | work | worker
👷‍♂️	1	pedreiro	build | construction | construção | fix | hardhat | hat | homem | man | man construction worker | operário | pedreiro | rebuild | remodel | repair | work | worker
👷‍♀️	1	pedreira	build | capacete | construction | construção | contrução | fix | hardhat | hat | man | mulher | operária | operário | pedreira | pedreiro | rebuild | remodel | repair | woman | woman construction worker | work | worker
🫅	1	pessoa com coroa	coroa | crown | monarca | monarch | noble | nobre | person | person with crown | pessoa | pessoa com coroa | princesa | príncipe | rainha | real | realeza | regal | rei | reino | royal | royalty
🤴	1	príncipe	Realeza | crown | fairy | fairytale | fantasy | king | prince | príncipe | rei | royal | royalty | tale
👸	1	princesa	conto | coroa | crown | fadas | fairy | fairytale | fantasia | fantasy | loira | menina | mulher | pessoas | princesa | princess | queen | rainha | royal | royalty | tale
👳	1	pessoa com turbante	person | person wearing turban | pessoa | pessoa com turbante | turban | turbante | wearing
👳‍♂️	1	homem com turbante	homem | homem com turbante | man | man wearing turban | turban | turbante | wearing
👳‍♀️	1	mulher com turbante	mulher | mulher com turbante | turban | turbante | wearing | woman | woman wearing turban
👲	1	homem de boné	Chinese | cap | chapéu chinês | gua | gua pi mao | guapi | guapimao | hat | homem com gua pi mao | homem de boné | mao | person | person with skullcap | pessoas | pi | skullcap
🧕	1	mulher com véu	bandana | cabeça | head | headscarf | hijab | kerchief | lenço | mantilla | mulher | mulher com véu | tichel | woman | woman with headscarf
🤵	1	pessoa de smoking	festa | formal | gala | homem | homem de smoking | noivo | person | person in tuxedo | pessoa de smoking | smoking | tuxedo | wedding
🤵‍♂️	1	homem de smoking	formal | groom | homem | homem de smoking | man | man in tuxedo | smoking | tuxedo | wedding
🤵‍♀️	1	mulher de smoking	formal | mulher | mulher de smoking | smoking | tuxedo | wedding | woman | woman in tuxedo
👰	1	pessoa com véu	casamento | noiva | noiva com véu | person | person with veil | pessoa com véu | pessoas | veil | véu | véu de noiva | wedding
👰‍♂️	1	noivo com véu	man | man with veil | noivo | noivo com véu | veil | véu | wedding
👰‍♀️	1	noiva com véu	bride | noiva | noiva com véu | veil | véu | wedding | woman | woman with veil
🤰	1	grávida	estou grávida | gravidez | grávida | mulher | pregnant | pregnant woman | woman
🫃	1	homem grávido	barriga | belly | bloated | cheia | cheio | comi demais | excesso de peso | full | gravidez | grávido | homem | homem grávido | inchado | man | overeat | pessoa | pregnant | pregnant man
🫄	1	pessoa grávida	barriga | belly | bloated | cheia | cheio | comi demais | excesso | excesso de peso | full | gravidez | grávida | inchada | overeat | person | pessoa | pessoa grávida | pregnant | pregnant person | stuffed
🤱	1	amamentando	amamentando | amamentação | baby | bebê | breast | breast-feeding | feeding | leite | materno | mom | mother | mãe | neném | nursing | woman
👩‍🍼	1	mulher alimentando bebê	alimentando | amamentando | amamentação | amor | baby | bebê | feed | feeding | mamãe | mom | mother | mulher | mulher alimentando bebê | mãe | nanny | nascido | neném | newborn | nursing | pessoa | recém | recém-nascido | woman | woman feeding baby
👨‍🍼	1	homem alimentando bebê	alimentando | amamentando | amamentação | amor | baby | bebê | dad | father | feed | feeding | homem | homem alimentando bebê | man | man feeding baby | nanny | neném | newborn | nursing | pai | papai | pessoa | recém nascido | recém-nascido
🧑‍🍼	1	pessoa alimentando bebê	alimentando | amamentar | amamentação | baby | bebê | feed | feeding | homem | mulher | mãe | nanny | neném | newborn | nursing | pai | parent | person feeding baby | pessoa | pessoa alimentando bebê | recém-nascido
👼	1	bebê anjo	angel | anjo | baby | baby angel | bebê | bebê anjo | church | conto | face | fadas | fairy | fairytale | fantasy | rosto | tale
🎅	1	Papai Noel	Christmas | Papai Noel | Santa Claus | celebration | claus | comemoração | fairy | fantasy | father | festas | holiday | merry | natal | noel | papai | santa | tale | xmas
🤶	1	Mamãe Noel	Christmas | Mamãe Noel | Mrs | Mrs. Claus | Natal | celebration | claus | comemoração | fairy | fantasy | holiday | mamãe | merry | mother | noel | santa | tale | vovó | xmas
🧑‍🎄	1	noel	Christmas | Mx | Mx Claus | Noel | celebration | chapéu | claus | fairy | fantasy | feliz | festas | gorro | holiday | mamãe | merry | natal | noel | pessoa | santa | tale | xmas
🦸	1	super-herói	bem | boa | bom | good | hero | heroína | herói | super-herói | super-homem | superhero | superman | superpoder | superpower
🦸‍♂️	1	homem super-herói	bom | good | hero | herói | homem | homem super-herói | man | man superhero | superhero | superpoder | superpower
🦸‍♀️	1	super-heroína	boa | good | hero | heroine | heroína | herói | mulher | super-heroína | superhero | superpoder | superpower | woman | woman superhero
🦹	1	supervilão	bad | bandido | criminal | criminoso | evil | mal | malvado | mau | superpoder | superpower | supervillain | supervilão | villain | vilão
🦹‍♂️	1	homem supervilão	bad | criminal | criminoso | evil | homem | homem supervilão | mal | man | man supervillain | superpoder | superpower | supervillain | villain | vilão
🦹‍♀️	1	supervilã	bad | criminal | criminosa | evil | mulher | má | superpoder | superpower | supervillain | supervilã | villain | vilã | woman | woman supervillain
🧙	1	mago	bruxa | fantasia | fantasy | feiticeira | feiticeiro | feitiço | maga | mage | magia | magic | mago | play | rpg | sorcerer | sorceress | sorcery | spell | summon | witch | wizard
🧙‍♂️	1	homem mago	fantasy | feiticeiro | homem mago | mage | magic | mago | man | man mage | play | sorcerer | sorceress | sorcery | spell | summon | witch | wizard
🧙‍♀️	1	maga	bruxa | fantasy | feiticeira | maga | mage | magic | play | sorcerer | sorceress | sorcery | spell | summon | witch | wizard | woman | woman mage
🧚	1	fada	asas | conto | encantado | fada | fairy | fairytale | fantasia | fantasy | myth | person | pixie | ser | tale | wings
🧚‍♂️	1	homem fada	Oberon | Puck | fada | fairy | fairytale | fantasy | homem fada | man | man fairy | myth | person | pixie | tale | wings
🧚‍♀️	1	mulher fada	Titania | fada | fairy | fairytale | fantasy | mulher fada | myth | person | pixie | tale | wings | woman | woman fairy
🧛	1	vampiro	Dracula | assustador | blood | bruxas | dia | drácula | fangs | fantasia | halloween | monstro | sangue | scary | supernatural | teeth | terror | undead | vampire | vampiro
🧛‍♂️	1	homem vampiro	Drácula | blood | fangs | halloween | homem vampiro | man | man vampire | scary | supernatural | teeth | undead | vampire | vampiro
🧛‍♀️	1	mulher vampira	blood | fangs | halloween | mulher vampira | scary | supernatural | teeth | undead | vampira | vampire | woman | woman vampire
🧜	1	pessoa sereia	canto | cauda | contos | creature | criatura | fada | fairytale | folklore | fundo | mar | merperson | ocean | oceano | pessoa sereia | sea | ser encantado | sereia | siren | sirene | trident | tridente
🧜‍♂️	1	sereio	Neptune | Poseidon | Triton | Tritão | creature | fairytale | folklore | merman | ocean | sea | sereio | siren | trident
🧜‍♀️	1	sereia	creature | fairytale | folklore | mermaid | merwoman | ocean | sea | sereia | siren | trident
🧝	1	elfo	duende | elf | elfo | elves | enchantment | fantasia | fantasy | folklore | légolas | magia | magic | magical | myth | mágico | místico | rpg | ser encantado
🧝‍♂️	1	elfo homem	duende homem | elf | elfo | elfo homem | elves | enchantment | fantasy | folklore | magic | magical | man | man elf | myth
🧝‍♀️	1	elfa	duende mulher | elf | elfa | elves | enchantment | fantasy | folklore | magic | magical | myth | woman | woman elf
🧞	1	gênio	desejos | djinn | fantasia | fantasy | genie | gênio | jinn | lamp | lâmpada | myth | mágica | místico | rub | wishes
🧞‍♂️	1	homem gênio	djinn | fantasy | genie | homem gênio | jinn | lamp | man | man genie | myth | rub | wishes
🧞‍♀️	1	mulher gênio	djinn | fantasy | genie | jinn | lamp | mulher gênio | myth | rub | wishes | woman | woman genie
🧟	1	zumbi	apocalipse | apocalypse | assustador | bruxas | dead | dia | halloween | horror | morto-vivo | scary | terror | undead | walking | zombie | zumbi
🧟‍♂️	1	homem zumbi	apocalypse | cazumbi | dead | halloween | homem zumbi | horror | man | man zombie | scary | undead | walking | zombie
🧟‍♀️	1	mulher zumbi	apocalypse | cazumbi | dead | halloween | horror | mulher zumbi | scary | undead | walking | woman | woman zombie | zombie
🧌	1	troll	conto | fadas | fairy | fantasia | fantasy | gigante | monster | monstro | ogro | tale | troll | trolling
💆	1	pessoa recebendo massagem facial	dor de cabeça | face | getting | headache | massage | massagem | massagem facial | pele | person | person getting massage | pessoa recebendo massagem facial | relax | relaxar | relaxing | rosto | salon | soothe | spa | tension | tensão | therapy | treatment
💆‍♂️	1	homem recebendo massagem facial	acalmar | dor de cabeça | face | getting | headache | homem | homem recebendo massagem facial | man | man getting massage | massage | massagem | menino | relax | relaxamento | relaxar | relaxing | rosto | salon | salão | soothe | spa | tension | tenso | tensão | therapy | treatment
💆‍♀️	1	mulher recebendo massagem facial	face | getting | headache | massage | massagem | mulher | mulher recebendo massagem facial | relax | relaxamento | relaxing | salon | soothe | spa | tension | therapy | treatment | woman | woman getting massage
💇	1	pessoa cortando o cabelo	barber | beauty | beleza | chop | cortando o cabelo | corte de cabelo | cosmetology | cut | groom | hair | haircut | parlor | person | person getting haircut | pessoa | pessoa cortando o cabelo | salão | salão de beleza | shears | style
💇‍♂️	1	homem cortando o cabelo	barbeiro | barber | beauty | beleza | cabelo | chop | corte | cosmetology | cut | groom | hair | haircut | homem | homem cortando o cabelo | man | man getting haircut | menino | parlor | person | salão | shears | style
💇‍♀️	1	mulher cortando o cabelo	barber | beauty | chop | corte de cabelo | cosmetology | cut | groom | hair | haircut | mulher | mulher cortando o cabelo | parlor | person | salão de beleza | shears | style | woman | woman getting haircut
🚶	1	pessoa andando	amble | andar | caminhada | caminhar | gait | hike | man | pace | passo | pedestre | pedestrian | perambulando | person | person walking | pessoa | pessoa andando | stride | stroll | walk | walking
🚶‍♂️	1	homem andando	amble | andar | caminhar | gait | hike | homem andando | homem caminhando | man | man walking | pace | pedestrian | stride | stroll | walk | walking
🚶‍♀️	1	mulher andando	amble | andando | andar | caminhada | caminhando | caminhar | gait | hike | man | mulher | mulher andando | pace | passeio | pedestre | pedestrian | perambulando | stride | stroll | walk | walking | woman | woman walking
🚶‍➡️	1	person walking facing right	person walking facing right
🚶‍♀️‍➡️	1	woman walking facing right	woman walking facing right
🚶‍♂️‍➡️	1	man walking facing right	man walking facing right
🧍	1	pessoa em pé	de pé | person | person standing | pessoa em pé | stand | standing
🧍‍♂️	1	homem em pé	em pé | homem | homem em pé | man | man standing | stand | standing
🧍‍♀️	1	mulher em pé	em pé | mulher | mulher em pé | stand | standing | woman | woman standing
🧎	1	pessoa ajoelhando	ajoelhado | ajoelhar | joelhos | kneel | kneeling | knees | pedir | person | person kneeling | pessoa | pessoa ajoelhando | por favor
🧎‍♂️	1	homem ajoelhando	ajoelhado | homem | homem ajoelhando | kneel | kneeling | knees | man | man kneeling
🧎‍♀️	1	mulher ajoelhando	ajoelhada | kneel | kneeling | knees | mulher | mulher ajoelhando | woman | woman kneeling
🧎‍➡️	1	person kneeling facing right	person kneeling facing right
🧎‍♀️‍➡️	1	woman kneeling facing right	woman kneeling facing right
🧎‍♂️‍➡️	1	man kneeling facing right	man kneeling facing right
🧑‍🦯	1	pessoa com bengala para cego	accessibility | acessibilidade | blind | cane | cego | person | person with white cane | pessoa com bengala para cego | probing | white
🧑‍🦯‍➡️	1	person with white cane facing right	person with white cane facing right
👨‍🦯	1	homem com bengala para cego	accessibilidade | accessibility | blind | cane | cego | homem | homem com bengala para cego | man | man with white cane | probing | white
👨‍🦯‍➡️	1	man with white cane facing right	man with white cane facing right
👩‍🦯	1	mulher com bengala para cego	accessibilidade | accessibility | blind | cane | cega | deficiência visual | mulher | mulher com bengala para cego | probing | white | woman | woman with white cane
👩‍🦯‍➡️	1	woman with white cane facing right	woman with white cane facing right
🧑‍🦼	1	pessoa em cadeira de rodas motorizada	accessibility | acessibilidade | cadeira de rodas | motorized | person | person in motorized wheelchair | pessoa em cadeira de rodas motorizada | wheelchair
🧑‍🦼‍➡️	1	person in motorized wheelchair facing right	person in motorized wheelchair facing right
👨‍🦼	1	homem em cadeira de rodas motorizada	accessibility | acessibilidade | cadeira de rodas | homem | homem em cadeira de rodas motorizada | man | man in motorized wheelchair | motorized | wheelchair
👨‍🦼‍➡️	1	man in motorized wheelchair facing right	man in motorized wheelchair facing right
👩‍🦼	1	mulher em cadeira de rodas motorizada	accessibility | acessibilidade | cadeira de rodas | motorized | mulher | mulher em cadeira de rodas motorizada | wheelchair | woman | woman in motorized wheelchair
👩‍🦼‍➡️	1	woman in motorized wheelchair facing right	woman in motorized wheelchair facing right
🧑‍🦽	1	pessoa em cadeira de rodas manual	accessibility | acessibilidade | cadeira de rodas | manual | person | person in manual wheelchair | pessoa em cadeira de rodas manual | wheelchair
🧑‍🦽‍➡️	1	person in manual wheelchair facing right	person in manual wheelchair facing right
👨‍🦽	1	homem em cadeira de rodas manual	accessibility | acessibilidade | cadeira de rodas | homem | homem em cadeira de rodas manual | man | man in manual wheelchair | manual | wheelchair
👨‍🦽‍➡️	1	man in manual wheelchair facing right	man in manual wheelchair facing right
👩‍🦽	1	mulher em cadeira de rodas manual	accessibility | acessibilidade | cadeira de rodas | manual | mulher | mulher em cadeira de rodas manual | wheelchair | woman | woman in manual wheelchair
👩‍🦽‍➡️	1	woman in manual wheelchair facing right	woman in manual wheelchair facing right
🏃	1	pessoa correndo	correndo | correr | corrida | esporte | fast | hurry | marathon | maratona | maratonista | move | person | person running | pessoa | pessoa correndo | pressa | quick | race | racing | run | rush | speed
🏃‍♂️	1	homem correndo	corrida | esporte | fast | homem | homem correndo | hurry | man | man running | marathon | maratona | move | quick | race | racing | run | rush | speed
🏃‍♀️	1	mulher correndo	corredora | correndo | corrida | esporte | fast | garota | guria | hurry | marathon | maratona | menina | move | mulher | mulher correndo | pressa | quick | race | racing | run | rush | rápida | rápido | speed | woman | woman running
🏃‍➡️	1	person running facing right	person running facing right
🏃‍♀️‍➡️	1	woman running facing right	woman running facing right
🏃‍♂️‍➡️	1	man running facing right	man running facing right
💃	1	mulher dançando	bailarina | dance | dancer | dancing | dança | dançando | elegant | festive | flair | flamenco | groove | let’s | mulher | mulher dançando | pessoas | salsa | tango | vamos dançar | woman | woman dancing
🕺	1	homem dançando	dance | dancer | dancing | dançando | elegant | festive | flair | flamenco | groove | homem | homem dançando | let’s | man | man dancing | salsa | tango
🕴️	1	homem de terno levitando	business | homem | homem de terno | homem de terno levitando | levitating | person | person in suit levitating | suit | terno
👯	1	pessoas com orelhas de coelho	amigas | bestie | bff | bunny | coelho | counterpart | dancer | dançar | dançarinas | double | ear | festa | gêmeas | identical | melhores | orelhas | pair | party | partying | people | people with bunny ears | pessoas com orelhas de coelho | soulmate | twin | twinsies
👯‍♂️	1	homens com orelhas de coelho	bestie | bff | bunny | coelho | counterpart | dancer | dançarino | double | ear | festa | homem | homens com orelhas de coelho | identical | men | men with bunny ears | meninos | orelhas | pair | party | partying | people | soulmate | twin | twinsies
👯‍♀️	1	mulheres com orelhas de coelho	bestie | bff | bunny | counterpart | dancer | dançarinas | double | ear | festa | identical | mulheres | mulheres com orelhas de coelho | orelha de coelho | pair | party | partying | people | soulmate | twin | twinsies | women | women with bunny ears
🧖	1	pessoa na sauna	banho | day | homem | luxurious | mulher | pamper | person | person in steamy room | pessoa | pessoa na sauna | relax | relaxar | room | sauna | spa | steam | steambath | unwind
🧖‍♂️	1	homem na sauna	day | homem na sauna | luxurious | man | man in steamy room | pamper | relax | room | sauna | spa | steam | steambath | unwind
🧖‍♀️	1	mulher na sauna	day | luxurious | mulher na sauna | pamper | relax | room | sauna | spa | steam | steambath | unwind | woman | woman in steamy room
🧗	1	pessoa escalando	alpinista | climb | climber | climbing | escalada | escalando | escalar | esporte | montanha | mountain | person | person climbing | pessoa escalando | rock | scale | up
🧗‍♂️	1	homem escalando	climb | climber | climbing | escalar | homem escalando | man | man climbing | mountain | rock | scale | up
🧗‍♀️	1	mulher escalando	climb | climber | climbing | escalar | mountain | mulher escalando | rock | scale | up | woman | woman climbing
🤺	1	esgrimista	esgrima | esgrimista | espada | esporte | fencer | fencing | person | person fencing | pessoa | sword
🏇	1	corrida de cavalos	cavalo | corrida | corrida de cavalos | esporte | horse | horse racing | jockey | jóquei | racehorse | racing | riding | sport
⛷️	1	esquiador	esporte | esqui | esquiador | frio | neve | ski | skier | snow
🏂	1	praticante de snowboard	esporte | inverno | neve | praticante de snowboard | ski | snow | snowboard | snowboarder | sport
🏌️	1	golfista	ball | birdie | bola | caddy | driving | esporte | golf | golfe | golfing | golfista | green | jogando | person | person golfing | pga | putt | range | tee
🏌️‍♂️	1	homem golfista	ball | birdie | caddy | driving | golf | golfe | golfing | green | homem | homem golfista | homem jogando golfe | man | man golfing | pga | putt | range | tee
🏌️‍♀️	1	mulher golfista	ball | birdie | bola | caddy | driving | esporte | garota | golf | golfe | golfing | golfista | green | menina | mulher | mulher golfista | pga | putt | range | tee | woman | woman golfing
🏄	1	surfista	beach | esporte | ocean | onda | ondas | person | person surfing | pessoa | praia | prancha | sport | surf | surfer | surfing | surfista | swell | waves
🏄‍♂️	1	homem surfista	beach | homem | homem surfista | man | man surfing | ocean | sport | surf | surfando | surfer | surfing | swell | waves
🏄‍♀️	1	mulher surfista	beach | esporte | garota | guria | mar | menina | mulher | mulher surfista | ocean | onda | person | praia | sport | surf | surfando | surfe | surfer | surfing | surfista | swell | waves | woman surfing
🚣	1	pessoa remando	barco | boat | bote | canoa | canoe | cruise | fishing | lake | mar | oar | oceano | paddle | person | person rowing boat | pessoa | pessoa remando | raft | remo | rio | river | row | rowboat | rowing
🚣‍♂️	1	homem remando	boat | canoe | cruise | esporte | fishing | homem | homem remando | lake | man | man rowing boat | oar | paddle | raft | remador | remo | river | row | rowboat | rowing
🚣‍♀️	1	mulher remando	barco | boat | caiaque | canoa | canoe | cruise | esporte | fishing | garota | lake | menina | mulher | mulher remando | oar | paddle | pescaria | raft | remadora | remando | remo | rio | river | row | rowboat | rowing | woman | woman rowing boat
🏊	1	pessoa nadando	esporte | freestyle | nadar | natação | olimpíada | person | person swimming | pessoa nadando | sport | swim | swimmer | swimming | triathlon | triatlo
🏊‍♂️	1	homem nadando	freestyle | homem | homem nadando | man | man swimming | nadar | natação | sport | swim | swimmer | swimming | triathlon
🏊‍♀️	1	mulher nadando	esporte | freestyle | homem | man | mulher nadando | nadadora | nado | natação | olimpíada | sport | swim | swimmer | swimming | triathlon | triatlo | woman swimming
⛹️	1	pessoa jogando basquete	arremesso | athletic | atleta | ball | basketball | basquete | bater bola | bola | bouncing | cesta | championship | dribble | esporte | jogador | lance livre | net | person | person bouncing ball | pessoa jogando basquete | player | throw
⛹️‍♂️	1	homem jogando basquete	athletic | ball | basketball | basquete | bola | bouncing | championship | dribble | esporte | homem | homem jogando basquete | man | man bouncing ball | net | player | throw
⛹️‍♀️	1	mulher jogando basquete	athletic | ball | basketball | basquete | bola | bouncing | championship | dribble | esporte | garota | jogadora | jogo | menina | mulher | mulher jogando basquete | net | player | throw | woman | woman bouncing ball
🏋️	1	pessoa levantando peso	barbell | bodybuilder | deadlift | esporte | fisiculturista | força | levantar | lifter | lifting | person | person lifting weights | peso | pessoa levantando peso | powerlifting | weight | weightlifter | weights | workout
🏋️‍♂️	1	homem levantando peso	barbell | bodybuilder | deadlift | esporte | força | homem | homem levantando peso | lifter | lifting | man | man lifting weights | peso | powerlifting | weight | weightlifter | weights | workout
🏋️‍♀️	1	mulher levantando peso	barbell | bodybuilder | deadlift | esporte | força | garota | guria | levantadora de peso | levantar | lifter | lifting | malhar | menina | mulher | mulher levantando peso | peso | powerlifting | weight | weightlifter | weights | woman | woman lifting weights | workout
🚴	1	ciclista	bicicleta | bicycle | bicyclist | bike | biking | ciclismo | ciclista | cycle | cyclist | esporte | pedalar | person | person biking | riding | sport
🚴‍♂️	1	homem ciclista	bicicleta | bicycle | bicyclist | bike | biking | cycle | cyclist | esporte | homem | homem ciclista | man | man biking | passeio | riding | sport
🚴‍♀️	1	mulher ciclista	bicicleta | bicycle | bicyclist | bike | biking | ciclismo | ciclista | cycle | cyclist | esporte | garota | guria | menina | mulher | mulher ciclista | passeio | pedalando | pedalar | riding | sport | woman | woman biking
🚵	1	pessoa fazendo mountain bike	bicicleta | bicycle | bicyclist | bike | biking | ciclismo | ciclista | cycle | cyclist | esporte | montanha | mountain | mountain bike | pedalando | person | person mountain biking | pessoa fazendo mountain bike | riding | sport | trilha
🚵‍♂️	1	homem fazendo mountain bike	bicicleta | bicycle | bicyclist | bike | biking | ciclista | cycle | cyclist | homem fazendo mountain bike | man | man mountain biking | mountain | mountain bike | riding | sport
🚵‍♀️	1	mulher fazendo mountain bike	bicicleta | bicycle | bicyclist | bike | biking | ciclista | cycle | cyclist | esporte | garota | guria | menina | montanha | mountain | mulher | mulher fazendo mountain bike | pedalar | riding | sport | woman | woman mountain biking
🤸	1	pessoa fazendo estrela	active | animada | animado | cartwheel | cartwheeling | esporte | estrela | estrelinha | excited | feliz | flip | ginasta | ginástica | gymnastics | happy | person | person cartwheeling | pessoa | pessoa fazendo estrela | somersault
